2025-12-16 22:15:32.035 | INFO     | __main__:__init__:35 - Initializing RAG system...
2025-12-16 22:17:05.874 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35871/embedding": EOF (status code: 500)
2025-12-16 22:17:11.621 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37325/embedding": EOF (status code: 500)
2025-12-16 22:17:13.058 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34457/embedding": EOF (status code: 500)
2025-12-16 22:17:19.096 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38907/embedding": EOF (status code: 500)
2025-12-16 22:17:24.937 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44561/embedding": EOF (status code: 500)
2025-12-16 22:17:30.667 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38057/embedding": EOF (status code: 500)
2025-12-16 22:17:36.455 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35537/embedding": EOF (status code: 500)
2025-12-16 22:17:42.240 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40385/embedding": EOF (status code: 500)
2025-12-16 22:17:47.959 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34363/embedding": EOF (status code: 500)
2025-12-16 22:17:53.810 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:45003/embedding": EOF (status code: 500)
2025-12-16 22:17:59.852 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40971/embedding": EOF (status code: 500)
2025-12-16 22:18:06.304 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36753/embedding": EOF (status code: 500)
2025-12-16 22:18:12.242 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36135/embedding": EOF (status code: 500)
2025-12-16 22:18:18.182 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34253/embedding": EOF (status code: 500)
2025-12-16 22:18:24.093 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:45967/embedding": EOF (status code: 500)
2025-12-16 22:18:30.016 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:45015/embedding": EOF (status code: 500)
2025-12-16 22:18:35.947 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46317/embedding": EOF (status code: 500)
2025-12-16 22:18:41.916 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42807/embedding": EOF (status code: 500)
2025-12-16 22:18:47.891 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42555/embedding": EOF (status code: 500)
2025-12-16 22:18:50.336 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42261/embedding": EOF (status code: 500)
2025-12-16 22:18:56.481 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44509/embedding": EOF (status code: 500)
2025-12-16 22:19:02.419 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33389/embedding": EOF (status code: 500)
2025-12-16 22:19:08.461 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33197/embedding": EOF (status code: 500)
2025-12-16 22:19:09.626 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41907/embedding": EOF (status code: 500)
2025-12-16 22:19:15.628 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33973/embedding": EOF (status code: 500)
2025-12-16 22:19:17.574 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41195/embedding": EOF (status code: 500)
2025-12-16 22:19:23.512 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36373/embedding": EOF (status code: 500)
2025-12-16 22:19:29.453 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37493/embedding": EOF (status code: 500)
2025-12-16 22:19:30.888 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42725/embedding": EOF (status code: 500)
2025-12-16 22:19:32.178 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43861/embedding": EOF (status code: 500)
2025-12-16 22:19:38.159 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34125/embedding": EOF (status code: 500)
2025-12-16 22:19:43.687 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41817/embedding": EOF (status code: 500)
2025-12-16 22:19:45.224 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39823/embedding": EOF (status code: 500)
2025-12-16 22:19:48.078 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36099/embedding": EOF (status code: 500)
2025-12-16 22:19:52.375 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40457/embedding": EOF (status code: 500)
2025-12-16 22:19:58.433 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39629/embedding": EOF (status code: 500)
2025-12-16 22:20:00.378 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40021/embedding": EOF (status code: 500)
2025-12-16 22:20:06.522 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34103/embedding": EOF (status code: 500)
2025-12-16 22:20:12.458 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:45431/embedding": EOF (status code: 500)
2025-12-16 22:20:18.402 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33391/embedding": EOF (status code: 500)
2025-12-16 22:20:24.340 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43429/embedding": EOF (status code: 500)
2025-12-16 22:20:30.382 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34057/embedding": EOF (status code: 500)
2025-12-16 22:20:36.321 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43147/embedding": EOF (status code: 500)
2025-12-16 22:20:42.252 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42813/embedding": EOF (status code: 500)
2025-12-16 22:20:47.892 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38173/embedding": EOF (status code: 500)
2025-12-16 22:20:53.919 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36559/embedding": EOF (status code: 500)
2025-12-16 22:21:00.077 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44413/embedding": EOF (status code: 500)
2025-12-16 22:21:05.958 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34453/embedding": EOF (status code: 500)
2025-12-16 22:21:11.923 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36119/embedding": EOF (status code: 500)
2025-12-16 22:21:17.853 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38979/embedding": EOF (status code: 500)
2025-12-16 22:21:23.797 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36285/embedding": EOF (status code: 500)
2025-12-16 22:21:25.170 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36863/embedding": EOF (status code: 500)
2025-12-16 22:21:31.312 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44677/embedding": EOF (status code: 500)
2025-12-16 22:21:34.792 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37845/embedding": EOF (status code: 500)
2025-12-16 22:21:39.711 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41637/embedding": EOF (status code: 500)
2025-12-16 22:21:45.647 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33511/embedding": EOF (status code: 500)
2025-12-16 22:21:49.130 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44321/embedding": EOF (status code: 500)
2025-12-16 22:21:55.068 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:45353/embedding": EOF (status code: 500)
2025-12-16 22:22:01.008 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40289/embedding": EOF (status code: 500)
2025-12-16 22:22:02.934 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42679/embedding": EOF (status code: 500)
2025-12-16 22:22:08.936 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40257/embedding": EOF (status code: 500)
2025-12-16 22:22:14.934 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44787/embedding": EOF (status code: 500)
2025-12-16 22:22:20.937 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38169/embedding": EOF (status code: 500)
2025-12-16 22:22:26.940 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41485/embedding": EOF (status code: 500)
2025-12-16 22:22:32.939 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39267/embedding": EOF (status code: 500)
2025-12-16 22:22:38.896 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34335/embedding": EOF (status code: 500)
2025-12-16 22:22:44.937 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39917/embedding": EOF (status code: 500)
2025-12-16 22:22:50.162 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34873/embedding": EOF (status code: 500)
2025-12-16 22:22:51.798 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46689/embedding": EOF (status code: 500)
2025-12-16 22:22:53.027 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:45123/embedding": EOF (status code: 500)
2025-12-16 22:22:54.460 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42251/embedding": EOF (status code: 500)
2025-12-16 22:22:58.250 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33483/embedding": EOF (status code: 500)
2025-12-16 22:23:04.291 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35587/embedding": EOF (status code: 500)
2025-12-16 22:23:08.182 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44595/embedding": EOF (status code: 500)
2025-12-16 22:23:14.040 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44263/embedding": EOF (status code: 500)
2025-12-16 22:23:20.061 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38729/embedding": EOF (status code: 500)
2025-12-16 22:23:26.008 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43837/embedding": EOF (status code: 500)
2025-12-16 22:23:27.331 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39007/embedding": EOF (status code: 500)
2025-12-16 22:23:33.270 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:32981/embedding": EOF (status code: 500)
2025-12-16 22:23:39.210 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34037/embedding": EOF (status code: 500)
2025-12-16 22:23:43.818 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42125/embedding": EOF (status code: 500)
2025-12-16 22:23:49.757 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37893/embedding": EOF (status code: 500)
2025-12-16 22:23:55.902 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37089/embedding": EOF (status code: 500)
2025-12-16 22:24:01.841 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38141/embedding": EOF (status code: 500)
2025-12-16 22:24:04.707 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33203/embedding": EOF (status code: 500)
2025-12-16 22:24:10.750 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38855/embedding": EOF (status code: 500)
2025-12-16 22:24:16.688 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41301/embedding": EOF (status code: 500)
2025-12-16 22:24:22.628 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37091/embedding": EOF (status code: 500)
2025-12-16 22:24:28.571 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40145/embedding": EOF (status code: 500)
2025-12-16 22:24:34.506 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33481/embedding": EOF (status code: 500)
2025-12-16 22:24:40.446 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36433/embedding": EOF (status code: 500)
2025-12-16 22:24:46.385 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41243/embedding": EOF (status code: 500)
2025-12-16 22:24:52.529 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35551/embedding": EOF (status code: 500)
2025-12-16 22:24:53.662 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42371/embedding": EOF (status code: 500)
2025-12-16 22:24:59.799 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36269/embedding": EOF (status code: 500)
2025-12-16 22:25:01.233 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42665/embedding": EOF (status code: 500)
2025-12-16 22:25:03.896 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46659/embedding": EOF (status code: 500)
2025-12-16 22:25:09.834 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35449/embedding": EOF (status code: 500)
2025-12-16 22:25:11.839 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34033/embedding": EOF (status code: 500)
2025-12-16 22:25:13.573 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44705/embedding": EOF (status code: 500)
2025-12-16 22:25:18.232 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42763/embedding": EOF (status code: 500)
2025-12-16 22:25:24.259 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35393/embedding": EOF (status code: 500)
2025-12-16 22:25:30.402 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33685/embedding": EOF (status code: 500)
2025-12-16 22:25:31.748 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38599/embedding": EOF (status code: 500)
2025-12-16 22:25:33.284 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42051/embedding": EOF (status code: 500)
2025-12-16 22:25:39.223 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46783/embedding": EOF (status code: 500)
2025-12-16 22:25:40.964 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36165/embedding": EOF (status code: 500)
2025-12-16 22:25:47.110 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41447/embedding": EOF (status code: 500)
2025-12-16 22:25:51.017 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37067/embedding": EOF (status code: 500)
2025-12-16 22:25:55.070 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41385/embedding": EOF (status code: 500)
2025-12-16 22:25:57.026 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35081/embedding": EOF (status code: 500)
2025-12-16 22:26:02.980 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36775/embedding": EOF (status code: 500)
2025-12-16 22:26:08.982 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46327/embedding": EOF (status code: 500)
2025-12-16 22:26:14.858 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:41051/embedding": EOF (status code: 500)
2025-12-16 22:26:19.973 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44967/embedding": EOF (status code: 500)
2025-12-16 22:26:26.123 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38093/embedding": EOF (status code: 500)
2025-12-16 22:26:32.164 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43263/embedding": EOF (status code: 500)
2025-12-16 22:26:38.205 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39045/embedding": EOF (status code: 500)
2025-12-16 22:26:44.144 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44189/embedding": EOF (status code: 500)
2025-12-16 22:26:48.547 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:45477/embedding": EOF (status code: 500)
2025-12-16 22:26:52.746 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36681/embedding": EOF (status code: 500)
2025-12-16 22:26:58.685 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39459/embedding": EOF (status code: 500)
2025-12-16 22:27:04.611 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40857/embedding": EOF (status code: 500)
2025-12-16 22:27:07.500 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40993/embedding": EOF (status code: 500)
2025-12-16 22:27:13.431 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37057/embedding": EOF (status code: 500)
2025-12-16 22:27:19.473 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34785/embedding": EOF (status code: 500)
2025-12-16 22:27:25.416 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36729/embedding": EOF (status code: 500)
2025-12-16 22:27:31.555 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35629/embedding": EOF (status code: 500)
2025-12-16 22:27:37.522 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46141/embedding": EOF (status code: 500)
2025-12-16 22:27:43.488 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44035/embedding": EOF (status code: 500)
2025-12-16 22:27:49.475 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42573/embedding": EOF (status code: 500)
2025-12-16 22:27:52.137 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34135/embedding": EOF (status code: 500)
2025-12-16 22:27:58.179 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38609/embedding": EOF (status code: 500)
2025-12-16 22:28:04.221 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43765/embedding": EOF (status code: 500)
2025-12-16 22:28:10.263 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35493/embedding": EOF (status code: 500)
